report_id,app_code,description,metric_id,value,data_status
2013_2014,T4,Failed Rent Increase Above Guidelines,hearings,-,not_reported
2013_2014,T5,Bad Faith Notice of Termination,cases,156,reported
2013_2014,T5,Bad Faith Notice of Termination,defaults,-,not_reported
2013_2014,T5,Bad Faith Notice of Termination,hearings,-,not_reported
2013_2014,T6,Maintenance,cases,1318,reported
2013_2014,T6,Maintenance,defaults,-,not_reported
2013_2014,T6,Maintenance,hearings,-,not_reported
2013_2014,T7,Suite Meters (2010),cases,9,reported
2013_2014,T7,Suite Meters (2010),defaults,-,not_reported
2013_2014,T7,Suite Meters (2010),hearings,-,not_reported
2014_2015,A1L,Determine Whether Act Applies,cases,55,reported
2014_2015,A1L,Determine Whether Act Applies,defaults,-,not_reported
2014_2015,A1L,Determine Whether Act Applies,hearings,-,not_reported
2014_2015,A1T,Determine Whether Act Applies,cases,59,reported
2014_2015,A1T,Determine Whether Act Applies,defaults,-,not_reported
2014_2015,A1T,Determine Whether Act Applies,hearings,-,not_reported
2014_2015,A2L,Sublet or Assignment,cases,263,reported
2014_2015,A2L,Sublet or Assignment,defaults,-,not_reported
2014_2015,A2L,Sublet or Assignment,hearings,-,not_reported
2014_2015,A2T,Sublet or Assignment,cases,55,reported
2014_2015,A2T,Sublet or Assignment,defaults,-,not_reported
2014_2015,A2T,Sublet or Assignment,hearings,-,not_reported
2014_2015,A3L,Combined Application (usually includes L1),cases,3986,reported
2014_2015,A3L,Combined Application (usually includes L1),defaults,-,not_reported
2014_2015,A3L,Combined Application (usually includes L1),hearings,-,not_reported
2014_2015,A3T,Combined Application,cases,1921,reported
2014_2015,A3T,Combined Application,defaults,-,not_reported
2014_2015,A3T,Combined Application,hearings,-,not_reported
2014_2015,A4L,Vary Rent Reduction Amount,cases,135,reported
2014_2015,A4L,Vary Rent Reduction Amount,defaults,-,not_reported
2014_2015,A4L,Vary Rent Reduction Amount,hearings,-,not_reported
2014_2015,A4T,Vary Rent Reduction Amount,cases,0,reported
2014_2015,A4T,Vary Rent Reduction Amount,defaults,-,not_reported
2014_2015,A4T,Vary Rent Reduction Amount,hearings,-,not_reported
2014_2015,L1,Termination for Non-Payment of Rent,cases,49991,reported
2014_2015,L1,Termination for Non-Payment of Rent,defaults,-,not_reported
2014_2015,L1,Termination for Non-Payment of Rent,hearings,-,not_reported
2014_2015,L2,Terminate Tenancy & Evict,cases,7983,reported
2014_2015,L2,Terminate Tenancy & Evict,defaults,-,not_reported
2014_2015,L2,Terminate Tenancy & Evict,hearings,-,not_reported
2014_2015,L3,Termination: Tenant Gave Notice,cases,1208,reported
2014_2015,L3,Termination: Tenant Gave Notice,defaults,-,not_reported
2014_2015,L3,Termination: Tenant Gave Notice,hearings,-,not_reported
2014_2015,L4,Terminate Tenancy: Failed Settlement,cases,5632,reported
2014_2015,L4,Terminate Tenancy: Failed Settlement,defaults,-,not_reported
2014_2015,L4,Terminate Tenancy: Failed Settlement,hearings,-,not_reported
2014_2015,L5,Rent Increase Above Guidelines,cases,548,reported
2014_2015,L5,Rent Increase Above Guidelines,defaults,-,not_reported
2014_2015,L5,Rent Increase Above Guidelines,hearings,-,not_reported
2014_2015,L6,Review of Provincial Work Order,cases,8,reported
2014_2015,L6,Review of Provincial Work Order,defaults,-,not_reported
2014_2015,L6,Review of Provincial Work Order,hearings,-,not_reported
2014_2015,L7,Transfer Tenant to Care Home,cases,0,reported
2014_2015,L7,Transfer Tenant to Care Home,defaults,-,not_reported
2014_2015,L7,Transfer Tenant to Care Home,hearings,-,not_reported
2014_2015,L8,Tenant Changed Locks,cases,31,reported
2014_2015,L8,Tenant Changed Locks,defaults,-,not_reported
2014_2015,L8,Tenant Changed Locks,hearings,-,not_reported
2014_2015,L9,Application to Collect Rent (2007),cases,1735,reported
2014_2015,L9,Application to Collect Rent (2007),defaults,-,not_reported
2014_2015,L9,Application to Collect Rent (2007),hearings,-,not_reported
2014_2015,T1,Rent Rebate (eg. Illegal rent),cases,716,reported
2014_2015,T1,Rent Rebate (eg. Illegal rent),defaults,-,not_reported
2014_2015,T1,Rent Rebate (eg. Illegal rent),hearings,-,not_reported
2014_2015,T2,Tenant Rights,cases,3441,reported
2014_2015,T2,Tenant Rights,defaults,-,not_reported
2014_2015,T2,Tenant Rights,hearings,-,not_reported
2014_2015,T3,Rent Reduction,cases,69,reported
2014_2015,T3,Rent Reduction,defaults,-,not_reported
2014_2015,T3,Rent Reduction,hearings,-,not_reported
2014_2015,T4,Failed Rent Increase Above Guidelines,cases,1,reported
2014_2015,T4,Failed Rent Increase Above Guidelines,defaults,-,not_reported
2014_2015,T4,Failed Rent Increase Above Guidelines,hearings,-,not_reported
2014_2015,T5,Bad Faith Notice of Termination,cases,170,reported
2014_2015,T5,Bad Faith Notice of Termination,defaults,-,not_reported
2014_2015,T5,Bad Faith Notice of Termination,hearings,-,not_reported
2014_2015,T6,Maintenance,cases,1516,reported
2014_2015,T6,Maintenance,defaults,-,not_reported
2014_2015,T6,Maintenance,hearings,-,not_reported
2014_2015,T7,Suite Meters (2010),cases,9,reported
2014_2015,T7,Suite Meters (2010),defaults,-,not_reported
2014_2015,T7,Suite Meters (2010),hearings,-,not_reported
2015_2016,A1L,Determine Whether Act Applies,cases,67,reported
2015_2016,A1L,Determine Whether Act Applies,defaults,-,not_reported
2015_2016,A1L,Determine Whether Act Applies,hearings,-,not_reported
2015_2016,A1T,Determine Whether Act Applies,cases,64,reported
2015_2016,A1T,Determine Whether Act Applies,defaults,-,not_reported
2015_2016,A1T,Determine Whether Act Applies,hearings,-,not_reported
2015_2016,A2L,Sublet or Assignment,cases,234,reported
2015_2016,A2L,Sublet or Assignment,defaults,-,not_reported
2015_2016,A2L,Sublet or Assignment,hearings,-,not_reported
2015_2016,A2T,Sublet or Assignment,cases,68,reported
2015_2016,A2T,Sublet or Assignment,defaults,-,not_reported
2015_2016,A2T,Sublet or Assignment,hearings,-,not_reported
2015_2016,A3L,Combined Application (usually includes L1),cases,4050,reported
2015_2016,A3L,Combined Application (usually includes L1),defaults,-,not_reported
2015_2016,A3L,Combined Application (usually includes L1),hearings,-,not_reported
2015_2016,A3T,Combined Application,cases,1586,reported
2015_2016,A3T,Combined Application,defaults,-,not_reported
2015_2016,A3T,Combined Application,hearings,-,not_reported
2015_2016,A4L,Vary Rent Reduction Amount,cases,76,reported
2015_2016,A4L,Vary Rent Reduction Amount,defaults,-,not_reported
2015_2016,A4L,Vary Rent Reduction Amount,hearings,-,not_reported
2015_2016,A4T,Vary Rent Reduction Amount,cases,0,reported
2015_2016,A4T,Vary Rent Reduction Amount,defaults,-,not_reported
2015_2016,A4T,Vary Rent Reduction Amount,hearings,-,not_reported
2015_2016,L1,Termination for Non-Payment of Rent,cases,48940,reported
2015_2016,L1,Termination for Non-Payment of Rent,defaults,-,not_reported
2015_2016,L1,Termination for Non-Payment of Rent,hearings,-,not_reported
2015_2016,L2,Terminate Tenancy & Evict,cases,8876,reported
2015_2016,L2,Terminate Tenancy & Evict,defaults,-,not_reported
2015_2016,L2,Terminate Tenancy & Evict,hearings,-,not_reported
2015_2016,L3,Termination: Tenant Gave Notice,cases,1338,reported
2015_2016,L3,Termination: Tenant Gave Notice,defaults,-,not_reported
2015_2016,L3,Termination: Tenant Gave Notice,hearings,-,not_reported
2015_2016,L4,Terminate Tenancy: Failed Settlement,cases,5559,reported
2015_2016,L4,Terminate Tenancy: Failed Settlement,defaults,-,not_reported
2015_2016,L4,Terminate Tenancy: Failed Settlement,hearings,-,not_reported
2015_2016,L5,Rent Increase Above Guidelines,cases,433,reported
2015_2016,L5,Rent Increase Above Guidelines,defaults,-,not_reported
2015_2016,L5,Rent Increase Above Guidelines,hearings,-,not_reported
2015_2016,L6,Review of Provincial Work Order,cases,15,reported
2015_2016,L6,Review of Provincial Work Order,defaults,-,not_reported
2015_2016,L6,Review of Provincial Work Order,hearings,-,not_reported
2015_2016,L7,Transfer Tenant to Care Home,cases,6,reported
2015_2016,L7,Transfer Tenant to Care Home,defaults,-,not_reported
2015_2016,L7,Transfer Tenant to Care Home,hearings,-,not_reported
2015_2016,L8,Tenant Changed Locks,cases,28,reported
2015_2016,L8,Tenant Changed Locks,defaults,-,not_reported
2015_2016,L8,Tenant Changed Locks,hearings,-,not_reported
2015_2016,L9,Application to Collect Rent (2007),cases,1892,reported
2015_2016,L9,Application to Collect Rent (2007),defaults,-,not_reported
2015_2016,L9,Application to Collect Rent (2007),hearings,-,not_reported
2015_2016,T1,Rent Rebate (eg. Illegal rent),cases,663,reported
2015_2016,T1,Rent Rebate (eg. Illegal rent),defaults,-,not_reported
2015_2016,T1,Rent Rebate (eg. Illegal rent),hearings,-,not_reported
2015_2016,T2,Tenant Rights,cases,3922,reported
2015_2016,T2,Tenant Rights,defaults,-,not_reported
2015_2016,T2,Tenant Rights,hearings,-,not_reported
2015_2016,T3,Rent Reduction,cases,67,reported
2015_2016,T3,Rent Reduction,defaults,-,not_reported
2015_2016,T3,Rent Reduction,hearings,-,not_reported
2015_2016,T4,Failed Rent Increase Above Guidelines,cases,0,reported
2015_2016,T4,Failed Rent Increase Above Guidelines,defaults,-,not_reported
2015_2016,T4,Failed Rent Increase Above Guidelines,hearings,-,not_reported
2015_2016,T5,Bad Faith Notice of Termination,cases,174,reported
2015_2016,T5,Bad Faith Notice of Termination,defaults,-,not_reported
2015_2016,T5,Bad Faith Notice of Termination,hearings,-,not_reported
2015_2016,T6,Maintenance,cases,1661,reported
2015_2016,T6,Maintenance,defaults,-,not_reported
2015_2016,T6,Maintenance,hearings,-,not_reported
2015_2016,T7,Suite Meters (2010),cases,23,reported
2015_2016,T7,Suite Meters (2010),defaults,-,not_reported
2015_2016,T7,Suite Meters (2010),hearings,-,not_reported
2016_2017,A1L,Determine Whether Act Applies,cases,104,reported
2016_2017,A1L,Determine Whether Act Applies,defaults,-,not_reported
2016_2017,A1L,Determine Whether Act Applies,hearings,-,not_reported
2016_2017,A1T,Determine Whether Act Applies,cases,49,reported
2016_2017,A1T,Determine Whether Act Applies,defaults,-,not_reported
2016_2017,A1T,Determine Whether Act Applies,hearings,-,not_reported
2016_2017,A2L,Sublet or Assignment,cases,264,reported
2016_2017,A2L,Sublet or Assignment,defaults,-,not_reported
2016_2017,A2L,Sublet or Assignment,hearings,-,not_reported
2016_2017,A2T,Sublet or Assignment,cases,55,reported
2016_2017,A2T,Sublet or Assignment,defaults,-,not_reported
2016_2017,A2T,Sublet or Assignment,hearings,-,not_reported
2016_2017,A3L,Combined Application (usually includes L1),cases,4067,reported
2016_2017,A3L,Combined Application (usually includes L1),defaults,-,not_reported
2016_2017,A3L,Combined Application (usually includes L1),hearings,-,not_reported
2016_2017,A3T,Combined Application,cases,1634,reported
2016_2017,A3T,Combined Application,defaults,-,not_reported
2016_2017,A3T,Combined Application,hearings,-,not_reported
2016_2017,A4L,Vary Rent Reduction Amount,cases,134,reported
2016_2017,A4L,Vary Rent Reduction Amount,defaults,-,not_reported
2016_2017,A4L,Vary Rent Reduction Amount,hearings,-,not_reported
2016_2017,A4T,Vary Rent Reduction Amount,cases,0,reported
2016_2017,A4T,Vary Rent Reduction Amount,defaults,-,not_reported
2016_2017,A4T,Vary Rent Reduction Amount,hearings,-,not_reported
2016_2017,L1,Termination for Non-Payment of Rent,cases,49489,reported
2016_2017,L1,Termination for Non-Payment of Rent,defaults,-,not_reported
2016_2017,L1,Termination for Non-Payment of Rent,hearings,-,not_reported
2016_2017,L2,Terminate Tenancy & Evict,cases,9987,reported
2016_2017,L2,Terminate Tenancy & Evict,defaults,-,not_reported
2016_2017,L2,Terminate Tenancy & Evict,hearings,-,not_reported
2016_2017,L3,Termination: Tenant Gave Notice,cases,1439,reported
2016_2017,L3,Termination: Tenant Gave Notice,defaults,-,not_reported
2016_2017,L3,Termination: Tenant Gave Notice,hearings,-,not_reported
2016_2017,L4,Terminate Tenancy: Failed Settlement,cases,5478,reported
2016_2017,L4,Terminate Tenancy: Failed Settlement,defaults,-,not_reported
2016_2017,L4,Terminate Tenancy: Failed Settlement,hearings,-,not_reported
2016_2017,L5,Rent Increase Above Guidelines,cases,575,reported
2016_2017,L5,Rent Increase Above Guidelines,defaults,-,not_reported
2016_2017,L5,Rent Increase Above Guidelines,hearings,-,not_reported
2016_2017,L6,Review of Provincial Work Order,cases,3,reported
2016_2017,L6,Review of Provincial Work Order,defaults,-,not_reported
2016_2017,L6,Review of Provincial Work Order,hearings,-,not_reported
2016_2017,L7,Transfer Tenant to Care Home,cases,1,reported
2016_2017,L7,Transfer Tenant to Care Home,defaults,-,not_reported
2016_2017,L7,Transfer Tenant to Care Home,hearings,-,not_reported
2016_2017,L8,Tenant Changed Locks,cases,37,reported
2016_2017,L8,Tenant Changed Locks,defaults,-,not_reported
2016_2017,L8,Tenant Changed Locks,hearings,-,not_reported
2016_2017,L9,Application to Collect Rent (2007),cases,1628,reported
2016_2017,L9,Application to Collect Rent (2007),defaults,-,not_reported
2016_2017,L9,Application to Collect Rent (2007),hearings,-,not_reported
2016_2017,T1,Rent Rebate (eg. Illegal rent),cases,732,reported
2016_2017,T1,Rent Rebate (eg. Illegal rent),defaults,-,not_reported
2016_2017,T1,Rent Rebate (eg. Illegal rent),hearings,-,not_reported
2016_2017,T2,Tenant Rights,cases,3807,reported
2016_2017,T2,Tenant Rights,defaults,-,not_reported
2016_2017,T2,Tenant Rights,hearings,-,not_reported
2016_2017,T3,Rent Reduction,cases,68,reported
2016_2017,T3,Rent Reduction,defaults,-,not_reported
2016_2017,T3,Rent Reduction,hearings,-,not_reported
2016_2017,T4,Failed Rent Increase Above Guidelines,cases,6,reported
2016_2017,T4,Failed Rent Increase Above Guidelines,defaults,-,not_reported
2016_2017,T4,Failed Rent Increase Above Guidelines,hearings,-,not_reported
2016_2017,T5,Bad Faith Notice of Termination,cases,211,reported
2016_2017,T5,Bad Faith Notice of Termination,defaults,-,not_reported
2016_2017,T5,Bad Faith Notice of Termination,hearings,-,not_reported
2016_2017,T6,Maintenance,cases,1675,reported
2016_2017,T6,Maintenance,defaults,-,not_reported
2016_2017,T6,Maintenance,hearings,-,not_reported
2016_2017,T7,Suite Meters (2010),cases,7,reported
2016_2017,T7,Suite Meters (2010),defaults,-,not_reported
2016_2017,T7,Suite Meters (2010),hearings,-,not_reported
2017_2018,A1L,Determine Whether Act Applies,cases,96,reported
2017_2018,A1L,Determine Whether Act Applies,defaults,-,not_reported
2017_2018,A1L,Determine Whether Act Applies,hearings,-,not_reported
2017_2018,A1T,Determine Whether Act Applies,cases,91,reported
2017_2018,A1T,Determine Whether Act Applies,defaults,-,not_reported
2017_2018,A1T,Determine Whether Act Applies,hearings,-,not_reported
2017_2018,A2L,Sublet or Assignment,cases,332,reported
2017_2018,A2L,Sublet or Assignment,defaults,-,not_reported
2017_2018,A2L,Sublet or Assignment,hearings,-,not_reported
2017_2018,A2T,Sublet or Assignment,cases,57,reported
2017_2018,A2T,Sublet or Assignment,defaults,-,not_reported
2017_2018,A2T,Sublet or Assignment,hearings,-,not_reported
2017_2018,A3L,Combined Application (usually includes L1),cases,3878,reported
2017_2018,A3L,Combined Application (usually includes L1),defaults,-,not_reported
2017_2018,A3L,Combined Application (usually includes L1),hearings,-,not_reported
2017_2018,A3T,Combined Application,cases,1798,reported
2017_2018,A3T,Combined Application,defaults,-,not_reported
2017_2018,A3T,Combined Application,hearings,-,not_reported
2017_2018,A4L,Vary Rent Reduction Amount,cases,220,reported
2017_2018,A4L,Vary Rent Reduction Amount,defaults,-,not_reported
2017_2018,A4L,Vary Rent Reduction Amount,hearings,-,not_reported
2017_2018,A4T,Vary Rent Reduction Amount,cases,2,reported
2017_2018,A4T,Vary Rent Reduction Amount,defaults,-,not_reported
2017_2018,A4T,Vary Rent Reduction Amount,hearings,-,not_reported
2017_2018,L1,Termination for Non-Payment of Rent,cases,47595,reported
2017_2018,L1,Termination for Non-Payment of Rent,defaults,-,not_reported
2017_2018,L1,Termination for Non-Payment of Rent,hearings,-,not_reported
2017_2018,L2,Terminate Tenancy & Evict,cases,11404,reported
2017_2018,L2,Terminate Tenancy & Evict,defaults,-,not_reported
2017_2018,L2,Terminate Tenancy & Evict,hearings,-,not_reported
2017_2018,L3,Termination: Tenant Gave Notice,cases,1622,reported
2017_2018,L3,Termination: Tenant Gave Notice,defaults,-,not_reported
2017_2018,L3,Termination: Tenant Gave Notice,hearings,-,not_reported
2017_2018,L4,Terminate Tenancy: Failed Settlement,cases,5552,reported
2017_2018,L4,Terminate Tenancy: Failed Settlement,defaults,-,not_reported
2017_2018,L4,Terminate Tenancy: Failed Settlement,hearings,-,not_reported
2017_2018,L5,Rent Increase Above Guidelines,cases,559,reported
2017_2018,L5,Rent Increase Above Guidelines,defaults,-,not_reported
2017_2018,L5,Rent Increase Above Guidelines,hearings,-,not_reported
2017_2018,L6,Review of Provincial Work Order,cases,5,reported
2017_2018,L6,Review of Provincial Work Order,defaults,-,not_reported
2017_2018,L6,Review of Provincial Work Order,hearings,-,not_reported
2017_2018,L7,Transfer Tenant to Care Home,cases,1,reported
2017_2018,L7,Transfer Tenant to Care Home,defaults,-,not_reported
2017_2018,L7,Transfer Tenant to Care Home,hearings,-,not_reported
2017_2018,L8,Tenant Changed Locks,cases,29,reported
2017_2018,L8,Tenant Changed Locks,defaults,-,not_reported
2017_2018,L8,Tenant Changed Locks,hearings,-,not_reported
2017_2018,L9,Application to Collect Rent (2007),cases,1218,reported
2017_2018,L9,Application to Collect Rent (2007),defaults,-,not_reported
2017_2018,L9,Application to Collect Rent (2007),hearings,-,not_reported
2017_2018,T1,Rent Rebate (eg. Illegal rent),cases,765,reported
2017_2018,T1,Rent Rebate (eg. Illegal rent),defaults,-,not_reported
2017_2018,T1,Rent Rebate (eg. Illegal rent),hearings,-,not_reported
2017_2018,T2,Tenant Rights,cases,2832,reported
2017_2018,T2,Tenant Rights,defaults,-,not_reported
2017_2018,T2,Tenant Rights,hearings,-,not_reported
2017_2018,T3,Rent Reduction,cases,71,reported
2017_2018,T3,Rent Reduction,defaults,-,not_reported
2017_2018,T3,Rent Reduction,hearings,-,not_reported
2017_2018,T4,Failed Rent Increase Above Guidelines,cases,3,reported
2017_2018,T4,Failed Rent Increase Above Guidelines,defaults,-,not_reported
2017_2018,T4,Failed Rent Increase Above Guidelines,hearings,-,not_reported
2017_2018,T5,Bad Faith Notice of Termination,cases,295,reported
2017_2018,T5,Bad Faith Notice of Termination,defaults,-,not_reported
2017_2018,T5,Bad Faith Notice of Termination,hearings,-,not_reported
2017_2018,T6,Maintenance,cases,1818,reported
2017_2018,T6,Maintenance,defaults,-,not_reported
2017_2018,T6,Maintenance,hearings,-,not_reported
2017_2018,T7,Suite Meters (2010),cases,6,reported
2017_2018,T7,Suite Meters (2010),defaults,-,not_reported
2017_2018,T7,Suite Meters (2010),hearings,-,not_reported
2018_2019,A1L,Determine Whether Act Applies,cases,126,reported
2018_2019,A1L,Determine Whether Act Applies,defaults,-,not_reported
2018_2019,A1L,Determine Whether Act Applies,hearings,-,not_reported
2018_2019,A1T,Determine Whether Act Applies,cases,116,reported
2018_2019,A1T,Determine Whether Act Applies,defaults,-,not_reported
2018_2019,A1T,Determine Whether Act Applies,hearings,-,not_reported
2018_2019,A2L,Sublet or Assignment,cases,378,reported
2018_2019,A2L,Sublet or Assignment,defaults,-,not_reported
2018_2019,A2L,Sublet or Assignment,hearings,-,not_reported
2018_2019,A2T,Sublet or Assignment,cases,66,reported
2018_2019,A2T,Sublet or Assignment,defaults,-,not_reported
2018_2019,A2T,Sublet or Assignment,hearings,-,not_reported
2018_2019,A3L,Combined Application (usually includes L1),cases,3362,reported
2018_2019,A3L,Combined Application (usually includes L1),defaults,-,not_reported
2018_2019,A3L,Combined Application (usually includes L1),hearings,-,not_reported
2018_2019,A3T,Combined Application,cases,1780,reported
2018_2019,A3T,Combined Application,defaults,-,not_reported
2018_2019,A3T,Combined Application,hearings,-,not_reported
2018_2019,A4L,Vary Rent Reduction Amount,cases,173,reported
2018_2019,A4L,Vary Rent Reduction Amount,defaults,-,not_reported
2018_2019,A4L,Vary Rent Reduction Amount,hearings,-,not_reported
2018_2019,A4T,Vary Rent Reduction Amount,cases,1,reported
2018_2019,A4T,Vary Rent Reduction Amount,defaults,-,not_reported
2018_2019,A4T,Vary Rent Reduction Amount,hearings,-,not_reported
2018_2019,L1,Termination for Non-Payment of Rent,cases,46043,reported
2018_2019,L1,Termination for Non-Payment of Rent,defaults,-,not_reported
2018_2019,L1,Termination for Non-Payment of Rent,hearings,-,not_reported
2018_2019,L2,Terminate Tenancy & Evict,cases,13945,reported
2018_2019,L2,Terminate Tenancy & Evict,defaults,-,not_reported
2018_2019,L2,Terminate Tenancy & Evict,hearings,-,not_reported
2018_2019,L3,Termination: Tenant Gave Notice,cases,1711,reported
2018_2019,L3,Termination: Tenant Gave Notice,defaults,-,not_reported
2018_2019,L3,Termination: Tenant Gave Notice,hearings,-,not_reported
2018_2019,L4,Terminate Tenancy: Failed Settlement,cases,5571,reported
2018_2019,L4,Terminate Tenancy: Failed Settlement,defaults,-,not_reported
2018_2019,L4,Terminate Tenancy: Failed Settlement,hearings,-,not_reported
2018_2019,L5,Rent Increase Above Guidelines,cases,717,reported
2018_2019,L5,Rent Increase Above Guidelines,defaults,-,not_reported
2018_2019,L5,Rent Increase Above Guidelines,hearings,-,not_reported
2018_2019,L6,Review of Provincial Work Order,cases,4,reported
2018_2019,L6,Review of Provincial Work Order,defaults,-,not_reported
2018_2019,L6,Review of Provincial Work Order,hearings,-,not_reported
2018_2019,L7,Transfer Tenant to Care Home,cases,5,reported
2018_2019,L7,Transfer Tenant to Care Home,defaults,-,not_reported
2018_2019,L7,Transfer Tenant to Care Home,hearings,-,not_reported
2018_2019,L8,Tenant Changed Locks,cases,39,reported
2018_2019,L8,Tenant Changed Locks,defaults,-,not_reported
2018_2019,L8,Tenant Changed Locks,hearings,-,not_reported
2018_2019,L9,Application to Collect Rent (2007),cases,1394,reported
2018_2019,L9,Application to Collect Rent (2007),defaults,-,not_reported
2018_2019,L9,Application to Collect Rent (2007),hearings,-,not_reported
2018_2019,T1,Rent Rebate (eg. Illegal rent),cases,863,reported
2018_2019,T1,Rent Rebate (eg. Illegal rent),defaults,-,not_reported
2018_2019,T1,Rent Rebate (eg. Illegal rent),hearings,-,not_reported
2018_2019,T2,Tenant Rights,cases,3053,reported
2018_2019,T2,Tenant Rights,defaults,-,not_reported
2018_2019,T2,Tenant Rights,hearings,-,not_reported
2018_2019,T3,Rent Reduction,cases,148,reported
2018_2019,T3,Rent Reduction,defaults,-,not_reported
2018_2019,T3,Rent Reduction,hearings,-,not_reported
2018_2019,T4,Failed Rent Increase Above Guidelines,cases,1,reported
2018_2019,T4,Failed Rent Increase Above Guidelines,defaults,-,not_reported
2018_2019,T4,Failed Rent Increase Above Guidelines,hearings,-,not_reported
2018_2019,T5,Bad Faith Notice of Termination,cases,355,reported
2018_2019,T5,Bad Faith Notice of Termination,defaults,-,not_reported
2018_2019,T5,Bad Faith Notice of Termination,hearings,-,not_reported
2018_2019,T6,Maintenance,cases,1970,reported
2018_2019,T6,Maintenance,defaults,-,not_reported
2018_2019,T6,Maintenance,hearings,-,not_reported
2018_2019,T7,Suite Meters (2010),cases,4,reported
2018_2019,T7,Suite Meters (2010),defaults,-,not_reported
2018_2019,T7,Suite Meters (2010),hearings,-,not_reported
2019_2020,A1L,Determine Whether Act Applies,cases,102,reported
2019_2020,A1L,Determine Whether Act Applies,defaults,-,not_reported
2019_2020,A1L,Determine Whether Act Applies,hearings,-,not_reported
2019_2020,A1T,Determine Whether Act Applies,cases,85,reported
2019_2020,A1T,Determine Whether Act Applies,defaults,-,not_reported
2019_2020,A1T,Determine Whether Act Applies,hearings,-,not_reported
2019_2020,A2L,Sublet or Assignment,cases,491,reported
2019_2020,A2L,Sublet or Assignment,defaults,-,not_reported
2019_2020,A2L,Sublet or Assignment,hearings,-,not_reported
2019_2020,A2T,Sublet or Assignment,cases,62,reported
2019_2020,A2T,Sublet or Assignment,defaults,-,not_reported
2019_2020,A2T,Sublet or Assignment,hearings,-,not_reported
2019_2020,A3L,Combined Application (usually includes L1),cases,2986,reported
2019_2020,A3L,Combined Application (usually includes L1),defaults,-,not_reported
2019_2020,A3L,Combined Application (usually includes L1),hearings,-,not_reported
2019_2020,A3T,Combined Application,cases,1610,reported
2019_2020,A3T,Combined Application,defaults,-,not_reported
2019_2020,A3T,Combined Application,hearings,-,not_reported
2019_2020,A4L,Vary Rent Reduction Amount,cases,86,reported
2019_2020,A4L,Vary Rent Reduction Amount,defaults,-,not_reported
2019_2020,A4L,Vary Rent Reduction Amount,hearings,-,not_reported
2019_2020,A4T,Vary Rent Reduction Amount,cases,0,reported
2019_2020,A4T,Vary Rent Reduction Amount,defaults,-,not_reported
2019_2020,A4T,Vary Rent Reduction Amount,hearings,-,not_reported
2019_2020,L1,Termination for Non-Payment of Rent,cases,44621,reported
2019_2020,L1,Termination for Non-Payment of Rent,defaults,-,not_reported
2019_2020,L1,Termination for Non-Payment of Rent,hearings,-,not_reported
2019_2020,L2,Terminate Tenancy & Evict,cases,15732,reported
2019_2020,L2,Terminate Tenancy & Evict,defaults,-,not_reported
2019_2020,L2,Terminate Tenancy & Evict,hearings,-,not_reported
2019_2020,L3,Termination: Tenant Gave Notice,cases,1877,reported
2019_2020,L3,Termination: Tenant Gave Notice,defaults,-,not_reported
2019_2020,L3,Termination: Tenant Gave Notice,hearings,-,not_reported
2019_2020,L4,Terminate Tenancy: Failed Settlement,cases,5156,reported
2019_2020,L4,Terminate Tenancy: Failed Settlement,defaults,-,not_reported
2019_2020,L4,Terminate Tenancy: Failed Settlement,hearings,-,not_reported
2019_2020,L5,Rent Increase Above Guidelines,cases,758,reported
2019_2020,L5,Rent Increase Above Guidelines,defaults,-,not_reported
2019_2020,L5,Rent Increase Above Guidelines,hearings,-,not_reported
2019_2020,L6,Review of Provincial Work Order,cases,1,reported
2019_2020,L6,Review of Provincial Work Order,defaults,-,not_reported
2019_2020,L6,Review of Provincial Work Order,hearings,-,not_reported
2019_2020,L7,Transfer Tenant to Care Home,cases,1,reported
2019_2020,L7,Transfer Tenant to Care Home,defaults,-,not_reported
2019_2020,L7,Transfer Tenant to Care Home,hearings,-,not_reported
2019_2020,L8,Tenant Changed Locks,cases,41,reported
2019_2020,L8,Tenant Changed Locks,defaults,-,not_reported
2019_2020,L8,Tenant Changed Locks,hearings,-,not_reported
2019_2020,L9,Application to Collect Rent (2007),cases,900,reported
2019_2020,L9,Application to Collect Rent (2007),defaults,-,not_reported
2019_2020,L9,Application to Collect Rent (2007),hearings,-,not_reported
2019_2020,T1,Rent Rebate (eg. Illegal rent),cases,884,reported
2019_2020,T1,Rent Rebate (eg. Illegal rent),defaults,-,not_reported
2019_2020,T1,Rent Rebate (eg. Illegal rent),hearings,-,not_reported
2019_2020,T2,Tenant Rights,cases,3072,reported
2019_2020,T2,Tenant Rights,defaults,-,not_reported
2019_2020,T2,Tenant Rights,hearings,-,not_reported
2019_2020,T3,Rent Reduction,cases,78,reported
2019_2020,T3,Rent Reduction,defaults,-,not_reported
2019_2020,T3,Rent Reduction,hearings,-,not_reported
2019_2020,T4,Failed Rent Increase Above Guidelines,cases,4,reported
2019_2020,T4,Failed Rent Increase Above Guidelines,defaults,-,not_reported
2019_2020,T4,Failed Rent Increase Above Guidelines,hearings,-,not_reported
2019_2020,T5,Bad Faith Notice of Termination,cases,408,reported
2019_2020,T5,Bad Faith Notice of Termination,defaults,-,not_reported
2019_2020,T5,Bad Faith Notice of Termination,hearings,-,not_reported
2019_2020,T6,Maintenance,cases,1914,reported
2019_2020,T6,Maintenance,defaults,-,not_reported
